,Date,ITS_LIVE Mean Velocity,Mask Ratio
561,2018-02-03,1614.2,0.75
562,2018-02-04,1594.3,0.7
564,2018-02-06,1270.5,0.498
566,2018-02-07,1615.6,0.745
567,2018-02-09,1580.6,0.684
568,2018-02-10,1547.2,0.654
570,2018-02-12,1284.7,0.472
572,2018-02-13,1497.9,0.717
573,2018-02-15,1503.2,0.608
574,2018-02-16,1623.8,0.676
576,2018-02-18,1384.4,0.546
578,2018-02-19,1737.9,0.751
579,2018-02-21,1606.7,0.762
580,2018-02-22,1677.0,0.751
582,2018-02-24,1349.1,0.507
584,2018-02-25,1759.4,0.779
585,2018-02-27,1534.8,0.672
586,2018-02-28,1584.6,0.657
588,2018-03-02,1235.0,0.433
589,2018-03-03,1623.8,0.684
590,2018-03-05,1568.9,0.586
591,2018-03-06,1562.1,0.662
592,2018-03-08,1255.7,0.431
594,2018-03-09,1640.5,0.696
595,2018-03-11,1463.0,0.622
596,2018-03-12,1767.5,0.72
598,2018-03-14,1272.9,0.435
600,2018-03-15,1841.6,0.765
601,2018-03-17,1886.3,0.819
602,2018-03-18,1575.4,0.589
604,2018-03-20,1479.9,0.495
606,2018-03-21,1508.7,0.674
607,2018-03-23,1757.3,0.599
608,2018-03-24,1757.3,0.74
612,2018-03-25,1777.1,0.765
613,2018-03-26,1729.0,0.731
618,2018-03-27,1712.3,0.72
619,2018-03-29,1691.2,0.757
620,2018-03-30,1675.6,0.741
622,2018-04-01,1589.2,0.63
624,2018-04-02,1704.6,0.787
626,2018-04-04,1788.8,0.809
627,2018-04-05,1799.1,0.809
632,2018-04-07,1574.2,0.631
634,2018-04-08,1702.1,0.713
637,2018-04-10,1809.8,0.723
638,2018-04-11,1735.6,0.716
640,2018-04-12,1660.6,0.714
642,2018-04-13,1285.0,0.451
644,2018-04-14,1661.0,0.759
646,2018-04-16,1591.3,0.584
647,2018-04-17,1652.8,0.706
649,2018-04-18,1695.5,0.807
650,2018-04-20,1691.4,0.803
654,2018-04-22,1830.1,0.72
655,2018-04-23,1843.5,0.759
658,2018-04-26,1593.1,0.722
659,2018-04-28,1739.2,0.694
660,2018-04-29,1702.9,0.648
662,2018-05-01,1292.0,0.412
664,2018-05-02,1703.6,0.675
665,2018-05-04,1702.5,0.682
666,2018-05-05,1604.9,0.638
669,2018-05-08,1728.5,0.695
670,2018-05-11,1684.4,0.671
672,2018-05-13,1712.5,0.79
675,2018-05-14,1763.4,0.757
676,2018-05-17,1707.4,0.748
683,2018-05-20,1713.7,0.781
684,2018-05-22,1645.3,0.698
686,2018-05-23,1635.1,0.722
687,2018-05-25,1595.6,0.673
689,2018-05-26,1701.2,0.767
690,2018-05-28,1614.2,0.73
691,2018-05-29,1616.4,0.734
693,2018-05-31,1604.9,0.723
695,2018-06-01,1693.0,0.813
696,2018-06-02,1716.0,0.727
702,2018-06-03,1708.8,0.779
703,2018-06-04,1782.9,0.801
705,2018-06-06,1653.6,0.68
707,2018-06-07,1791.7,0.769
708,2018-06-09,1794.0,0.758
709,2018-06-10,1769.1,0.743
711,2018-06-12,1880.5,0.791
